"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"65",64,1275,3,"7/11/2018","CMU",2018,6,"Excellent",10,"NV","Sand",70,0,100,1,90,"percent_cover",0,0,0,2,0,0,0,2,"Betsie River Wetland","Benzie","M. Sand","G. Beels",1,0,185,14,13,29,"Transect 2: No true emergent zone, typha found sparsely around edges. Went farther than suggested to start zone, to include area that was flooded out. Transect 4: No emergent zone. Wet meadow drops off to 1 m + of water with potamogeton sp. and  a few sp",191,1602.570479,0,0,0,0,561906.8758,4940936.984,0,0.02,0,4
"66",65,1275,3,"7/11/2018","CMU",2018,7,"Excellent",30,"NV","Sand",45,39,61,55,75,"percent_cover",0,0,0,0,0,5,0,5,"Betsie River Wetland","Benzie","M. Sand","G. Beels",1,0,185,14,13,29,"Transect 2: No true emergent zone, typha found sparsely around edges. Went farther than suggested to start zone, to include area that was flooded out. Transect 4: No emergent zone. Wet meadow drops off to 1 m + of water with potamogeton sp. and  a few sp",191,1605.727704,0,0,0,0,561905.5707,4940932.417,0,0.05,0,4
"67",66,1275,3,"7/25/2019","CMU",2019,1,"Confirmed",0,"Dry","Cly/Slt",29,15,85,35,100,"percent_cover",0,0,0,0,9,0,0,9,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1598.682514,0,0,0,0,561915.0332,4940946.838,0,0.09,0,4
"68",67,1275,3,"7/25/2019","CMU",2019,2,"Confirmed",12,"V","Cly/Slt",18,11,89,19,100,"percent_cover",0,0,0,0,18,0,0,18,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1599.520958,0,0,0,0,561914.333,4940945.387,0,0.18,0,4
"69",68,1275,3,"7/25/2019","CMU",2019,3,"Confirmed",17,"V","Cly/Slt",23,13,87,33,100,"percent_cover",0,0,0,0,21,2,0,23,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1600.473063,0,0,0,0,561913.3186,4940943.6,0,0.23,0,4
"70",69,1275,3,"7/25/2019","CMU",2019,4,"Confirmed",28,"V","Cly/Slt",17,4,96,11,100,"percent_cover",0,0,0,0,25,0,0,25,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1603.253294,0,0,0,0,561911.694,4940939.252,0,0.25,0,4
"71",70,1275,3,"7/25/2019","CMU",2019,5,"Confirmed",40,"V","Cly/Slt",31,0,100,3,100,"percent_cover",0,0,0,0,20,0,0,20,"Betsie River Wetland","Benzie","A. Kneisel","A. Kneisel",1,0,216,15,0,34,"T1: No meadow or emergent, T2: No emergent; standing dead in Q5 is dead Alnus incana amd typha, T3: No emergent",191,1603.205495,0,0,0,0,561910.1952,4940938.349,0,0.2,0,4
"72",71,1281,1,"7/21/2012","OSU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,80,1,100,"percent_cover",0,35,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1521.391853,0,0,0,0,556312.6795,4901621.142,0,0,0,5
"73",72,1281,1,"7/21/2012","OSU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,0,80,1,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1510.969156,0,0,0,0,556316.4512,4901609.511,0,0,0,5
"74",73,1281,1,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,0,75,1,100,"percent_cover",0,70,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1504.088776,0,0,0,0,556320.9118,4901601.33,0,0,0,5
"75",74,1281,1,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,65,0,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1494.779105,0,0,0,0,556328.834,4901589.734,0,0,0,5
"76",75,1281,1,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,75,0,100,"percent_cover",0,75,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,155,66,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,1479.922408,0,0,0,0,556333.7662,4901573.114,0,0,0,5
"77",76,1281,2,"7/21/2012","OSU",2012,1,"Excellent",0,"Dry","Cly/Slt",0,0,55,2,100,"percent_cover",0,15,0,2,0,0,0,2,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,860.9112593,0,0,0,0,555298.3143,4900920.578,0,0.02,0,5
"78",77,1281,2,"7/21/2012","OSU",2012,2,"Excellent",0,"Dry","Cly/Slt",0,2,60,4,95,"percent_cover",0,15,0,7,0,0,0,7,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,805.1334996,0,0,0,0,555242.9302,4900909.003,0,0.07,0,5
"79",78,1281,2,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Sand",0,3,55,5,80,"percent_cover",0,15,0,1,0,0,0,1,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,765.3642559,0,0,0,0,555206.5026,4900893.033,0,0.01,0,5
"80",79,1281,2,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Sand",0,2,50,1,95,"percent_cover",0,5,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,725.2232527,0,0,0,0,555167.8005,4900881.711,0,0,0,5
"81",80,1281,2,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Sand",0,0,50,10,100,"percent_cover",0,15,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,275,198,0,0,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",273,696.2668125,0,0,0,0,555141.071,4900870.6,0,0,0,5
"82",81,1281,2,"7/26/2017","CMU",2017,7,"Excellent",75,"NV","Cly/Slt",58,59,41,20,95,"percent_cover",0,1,0,0,0,0,0,0,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,849.5045783,0,0,0,0,555281.7796,4900931.213,0,0,0,5
"83",82,1281,2,"7/26/2017","CMU",2017,8,"Excellent",75,"NV","Cly/Slt",40,75,25,10,90,"percent_cover",0,10,0,10,0,0,0,10,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,824.3259784,0,0,0,0,555253.7446,4900932.976,0,0.1,0,5
"84",83,1281,2,"7/26/2017","CMU",2017,9,"Excellent",75,"NV","Cly/Slt",50,85,15,1,75,"percent_cover",0,10,0,5,0,0,0,5,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,793.744789,0,0,0,0,555222.6544,4900927.827,0,0.05,0,5
"85",84,1281,2,"7/26/2017","CMU",2017,13,"Excellent",88,"NV","Sand",25,15,85,0,40,"percent_cover",0,0,0,1,0,0,0,1,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,264,0,145,25,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",273,738.7419977,0,0,0,0,555167.8337,4900915.702,0,0.01,0,5
"86",85,1281,3,"7/21/2012","OSU",2012,3,"Excellent",0,"Dry","Cly/Slt",0,0,80,7,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,376.5993564,0,0,0,0,556002.5982,4900516.003,0,0,0,5
"87",86,1281,3,"7/21/2012","OSU",2012,4,"Excellent",0,"Dry","Cly/Slt",0,0,80,3,100,"percent_cover",0,3,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,373.8493805,0,0,0,0,555995.1104,4900514.051,0,0,0,5
"88",87,1281,3,"7/21/2012","OSU",2012,5,"Excellent",0,"Dry","Cly/Slt",0,0,100,2,100,"percent_cover",0,40,0,0,0,0,0,0,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,366.8304795,0,0,0,0,555985.2638,4900507.857,0,0,0,5
"89",88,1281,3,"7/21/2012","OSU",2012,6,"Excellent",0,"Dry","Sand",5,15,45,2,75,"percent_cover",0,10,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,359.6683354,0,0,0,0,555972.3057,4900501.415,0,0.15,0,5
"90",89,1281,3,"7/21/2012","OSU",2012,7,"Excellent",0,"Dry","Sand",5,5,40,7,90,"percent_cover",0,0,0,20,0,0,0,20,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,354.9607291,0,0,0,0,555968.6724,4900496.83,0,0.2,0,5
"91",90,1281,3,"7/21/2012","OSU",2012,8,"Excellent",0,"Dry","Sand",6,0,40,1,100,"percent_cover",0,0,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,353.4066238,0,0,0,0,555965.3319,4900495.357,0,0.15,0,5
"92",91,1281,3,"7/21/2012","OSU",2012,9,"Excellent",0,"Dry","Sand",15,5,25,1,90,"percent_cover",0,0,0,15,0,0,0,15,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,351.159248,0,0,0,0,555964.393,4900493.127,0,0.15,0,5
"93",92,1281,3,"7/21/2012","OSU",2012,10,"Excellent",10,"V","Sand",2,0,60,1,100,"percent_cover",0,0,0,40,0,0,0,40,"Manistee River Wetland","Manistee","T. Lemein","C. Webster",1,0,251,56,18,53,"T1: No emergent or submergent zone. Cut river bank with clear signs of active erosion of floodplain (the meadow zone). High velocity and deep water resulting in scouring., T2: No emergent zone. Abrupt shelf to open water at meadow edge. Scouring due to r",140,347.1079104,0,0,0,0,555962.1121,4900489.109,0,0.4,0,5
"94",93,1281,3,"7/26/2017","CMU",2017,5,"Excellent",10,"NV","Sand",65,35,65,10,85,"percent_cover",0,0,0,5,0,0,0,5,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,207.4106441,0,0,0,0,556144.3272,4900233.848,0,0.05,0,5
"95",94,1281,3,"7/26/2017","CMU",2017,6,"Excellent",35,"NV","Sand",50,10,90,10,100,"percent_cover",0,0,0,0,70,0,0,70,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,185.9121876,0,0,0,0,556114.3073,4900243.255,0,0.7,0,5
"96",95,1281,3,"7/26/2017","CMU",2017,7,"Excellent",45,"NV","Sand",15,5,95,20,90,"percent_cover",0,0,0,95,0,0,0,95,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,132.116285,0,0,0,0,556058.6298,4900228.116,0,0.95,0,5
"97",96,1281,3,"7/26/2017","CMU",2017,8,"Excellent",50,"NV","Sand",45,0,100,15,90,"percent_cover",0,0,5,35,35,0,0,70,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,84.71391303,0,0,0,0,556001.4172,4900215.074,0,0.7,0,5
"98",97,1281,3,"7/26/2017","CMU",2017,9,"Excellent",55,"NV","Sand",35,40,60,10,90,"percent_cover",0,0,0,30,5,0,0,35,"Manistee River Wetland","Manistee","J. Dybiec","M. Sand",1,0,282,20,290,15,"Transect 2: No wet meadow, Transect 1: No submergent, dredged to unsafe depth.",140,68.49892728,0,0,0,0,555944.2236,4900209.143,0,0.35,0,5
"99",98,1282,2,"7/10/2018","CMU",2018,4,"Excellent",15,"NV","Cly/Slt",85,10,90,5,100,"percent_cover",0,0,0,0,0,2,0,2,"Little Manistee River Wetland","Manistee","M. Sand","G. Beels",1,0,215,217,0,6,"Transect 1: No emergent zone. Wet meadow all way to the river and a steep drop off at the SAV zone. Transect 2: Narrow sample procedure used in submergent. Transect 3: No emergent zone, wet meadow all the way to the river. Sparganium and sagittaria prese",313,841.574077,0,0,0,0,558019.6762,4895211.313,0,0.02,0,5
"100",99,1282,2,"7/8/2013","OSU",2013,1,"Excellent",0,"Dry","Sand",100,1,95,3,97,"percent_cover",0,0,0,5,0,0,0,5,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,34,71,0,3,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,701.0222106,0,0,0,0,557946.5471,4895331.301,0,0.05,0,5
"101",100,1282,2,"7/8/2013","OSU",2013,3,"Excellent",0,"Dry","Sand",95,2,95,0,99,"percent_cover",0,0,0,1,0,0,0,1,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,34,71,0,3,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,722.7938155,0,0,0,0,557939.0554,4895302.02,0,0.01,0,5
"102",101,1282,3,"7/8/2013","OSU",2013,1,"Good",0,"Dry","Sand",30,0,98,20,99,"percent_cover",0,60,0,0,0,0,0,0,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,210,240,0,50,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,1106.616341,0,0,0,0,558359.5723,4895139.346,0,0,0,5
"103",102,1282,3,"7/8/2013","OSU",2013,2,"Good",0,"Dry","Cly/Slt",28,0,90,15,98,"percent_cover",0,35,0,8,0,0,0,8,"Little Manistee River Wetland","Manistee","S. Fraser","I. St Charles",1,0,210,240,0,50,"T1: no vegetation in river, all sandy bottom, fast moving, with sandbar in the middle; no emergent zone, just steep drop off at river bank; river bank and ~50 meters into meadow is dominated by mature Alnus incana; meadow transect was taken just outside",313,1117.493192,0,0,0,0,558348.4523,4895113.921,0,0.08,0,5
"104",103,1301,1,"7/14/2021","CMU",2021,6,"Confirmed",35,"V","Cly/Slt",70,70,30,10,100,"percent_cover",5,0,0,0,25,0,0,25,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2512.686889,0,0,0,0,548101.9713,4845704.395,0.05,0.25,1,5
"105",104,1301,1,"7/14/2021","CMU",2021,7,"Confirmed",50,"V","Cly/Slt",53,0,100,1,100,"percent_cover",95,0,0,0,10,0,0,10,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2525.748833,0,0,0,0,548097.1374,4845671.484,0.95,0.1,1,5
"106",105,1301,1,"7/14/2021","CMU",2021,8,"Confirmed",60,"V","Cly/Slt",40,0,100,0,100,"percent_cover",93,0,0,0,17,0,0,17,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2535.425108,0,0,0,0,548089.4677,4845641.107,0.93,0.17,1,5
"107",106,1301,1,"7/14/2021","CMU",2021,9,"Confirmed",48,"V","Cly/Slt",68,78,22,1,100,"percent_cover",10,0,0,0,5,0,0,5,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2545.640454,0,0,0,0,548081.8801,4845610.508,0.1,0.05,1,5
"108",107,1301,1,"7/14/2021","CMU",2021,10,"Confirmed",56,"V","Cly/Slt",52,55,45,0,100,"percent_cover",5,0,0,0,2,0,0,2,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2556.587261,0,0,0,0,548074.4566,4845579.466,0.05,0.02,1,5
"109",108,1301,1,"7/14/2021","CMU",2021,14,"Confirmed",171,"NV","Sand",0,0,100,0,5,"percent_cover",0.5,0,0,0,0,0,0,0,"Pentwater River Wetland","Oceana","O. Anderson","J. Kennedy",1,0,193,6,193,50,"T.1: pt. 10 - Typha mat, Veronica sp. = Veronica americana, T.2: Submergent - potentially over old Typha mats; raking was difficult and was pulling up old Typha, T.3: Emergent zone is Typha mat, not enough water on surface to canoe through or safe enough",236,2573.972156,0,0,0,0,548053.8032,4845518.785,0.005,0,1,5
"110",109,1301,1,"7/8/2020","CMU",2020,6,"Confirmed",84,"V","Cly/Slt",5,13,87,55,100,"percent_cover",0,0,0,0,52,0,0,52,"Pentwater River Wetland","Oceana","A. Kneisel","O. Anderson",1,0,191,0,173,0,"T.1: Towards shore, emergent became shrubby with Salix sp. (likely exigua) inundated with Typha mixed in.  Along emergent - 3 muskrat lodges spotted, one by qudrat 9 and two by quadrat 10.  Toward river, after emergent and into submergent, drops off past",236,2520.002302,0,0,0,0,548106.845,4845698.322,0,0.52,0,5
